,Departament,Cdig,Tama,Robo,Intento_robo,Extorsión,Estafa o fraude,Daños,Amenazas,Secuestros,Final
1263,AMAZONAS,4100,MICRO,0,0,0,0,0,0,0,Nin
1264,AMAZONAS,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1265,AMAZONAS,8299,PEQUEÑA,0,0,0,0,0,0,0,Nin
1266,AMAZONAS,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1267,AMAZONAS,4210,MEDIANA,0,0,0,0,0,0,0,Nin
1268,ÁNCASH,4100,GRANDE,0,0,0,0,0,0,0,Nin
1269,ÁNCASH,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1270,ÁNCASH,9609,PEQUEÑA,0,0,0,0,0,0,0,Nin
1271,ÁNCASH,4921,MICRO,0,0,0,0,0,0,0,Nin
1272,ÁNCASH,899,PEQUEÑA,0,0,0,0,0,0,0,Nin
1273,ÁNCASH,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1274,ÁNCASH,4100,PEQUEÑA,1,0,0,0,0,0,0,Rob
1275,ÁNCASH,5610,PEQUEÑA,1,0,0,0,0,0,0,Rob
1276,ÁNCASH,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1277,ÁNCASH,4923,PEQUEÑA,1,0,1,1,0,1,0,Rob_Ext_Est_Ame
1278,ÁNCASH,3315,MEDIANA,0,0,0,0,0,0,0,Nin
1279,ÁNCASH,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1280,ÁNCASH,4630,MICRO,1,0,0,0,1,0,0,Rob_Dan
1281,ÁNCASH,311,PEQUEÑA,0,0,0,0,0,0,0,Nin
1282,ÁNCASH,4752,PEQUEÑA,0,0,0,0,0,0,0,Nin
1283,ÁNCASH,4630,MEDIANA,0,0,0,0,0,0,0,Nin
1284,ÁNCASH,3530,MICRO,0,0,0,0,0,0,0,Nin
1285,ÁNCASH,9609,PEQUEÑA,0,0,0,0,0,0,0,Nin
1286,ÁNCASH,4663,PEQUEÑA,0,0,0,0,0,0,0,Nin
1287,ÁNCASH,7500,PEQUEÑA,0,0,0,1,0,0,0,Est
1288,ÁNCASH,2511,PEQUEÑA,1,0,1,0,0,0,0,Rob_Ext
1289,ÁNCASH,4730,MEDIANA,0,1,0,0,0,0,0,int
1290,ÁNCASH,4719,PEQUEÑA,0,0,1,0,0,0,0,Ext
1291,ÁNCASH,8521,MICRO,0,0,0,0,0,0,0,Nin
1292,ÁNCASH,6190,PEQUEÑA,0,0,0,0,0,0,0,Nin
1293,ÁNCASH,4730,MEDIANA,0,0,0,0,0,0,0,Nin
1294,ÁNCASH,4630,GRANDE,0,0,0,0,0,0,0,Nin
1295,APURÍMAC,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1296,APURÍMAC,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1297,APURÍMAC,4510,MEDIANA,1,0,0,1,0,0,0,Rob_Est
1298,APURÍMAC,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
1299,APURÍMAC,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1300,APURÍMAC,5510,PEQUEÑA,0,0,1,0,0,0,0,Ext
1301,APURÍMAC,4630,PEQUEÑA,1,0,0,0,1,1,0,Rob_Dan_Ame
1302,APURÍMAC,4799,PEQUEÑA,0,0,0,0,0,0,0,Nin
1303,APURÍMAC,1071,PEQUEÑA,1,0,0,1,0,0,0,Rob_Est
1304,APURÍMAC,9499,PEQUEÑA,0,0,0,0,0,0,0,Nin
1305,APURÍMAC,4923,PEQUEÑA,0,0,0,1,0,0,0,Est
1306,APURÍMAC,4663,MICRO,0,0,0,0,0,0,0,Nin
1307,APURÍMAC,4923,PEQUEÑA,1,0,0,0,1,1,0,Rob_Dan_Ame
1308,APURÍMAC,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1309,APURÍMAC,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1310,APURÍMAC,4741,MICRO,0,0,0,0,0,0,0,Nin
1311,APURÍMAC,4630,GRANDE,1,0,0,0,1,0,0,Rob_Dan
1312,APURÍMAC,4923,MICRO,0,0,0,0,0,0,0,Nin
1313,APURÍMAC,2392,MICRO,0,0,0,0,0,0,0,Nin
1314,APURÍMAC,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
1315,APURÍMAC,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1316,AREQUIPA,4923,PEQUEÑA,1,1,0,1,1,0,0,Rob_Int_Est_Dan
1317,AREQUIPA,4730,MEDIANA,1,1,0,0,0,0,0,Rob_Int
1318,AREQUIPA,4651,GRANDE,0,0,0,0,0,0,0,Nin
1319,AREQUIPA,1709,GRANDE,0,0,0,0,0,0,0,Nin
1320,AREQUIPA,7020,GRANDE,0,0,0,0,0,0,0,Nin
1321,AREQUIPA,4923,MEDIANA,0,0,0,1,0,0,0,Est
1322,AREQUIPA,8521,MEDIANA,0,0,0,0,0,0,0,Nin
1323,AREQUIPA,4690,GRANDE,0,0,0,0,0,0,0,Nin
1324,AREQUIPA,3510,GRANDE,0,0,0,0,0,0,0,Nin
1325,AREQUIPA,4771,PEQUEÑA,1,0,0,0,0,0,0,Rob
1326,AREQUIPA,7310,PEQUEÑA,0,0,0,0,0,0,0,Nin
1327,AREQUIPA,4100,MICRO,0,0,0,0,0,0,0,Nin
1328,AREQUIPA,4100,GRANDE,1,1,0,0,0,0,0,Rob_Int
1329,AREQUIPA,4520,PEQUEÑA,1,0,0,0,0,0,0,Rob
1330,AREQUIPA,8291,GRANDE,0,0,0,0,0,0,0,Nin
1331,AREQUIPA,8510,PEQUEÑA,0,0,0,0,0,0,0,Nin
1332,AREQUIPA,4630,GRANDE,0,0,0,0,0,0,0,Nin
1333,AREQUIPA,3830,PEQUEÑA,0,0,0,0,0,0,0,Nin
1334,AREQUIPA,6419,GRANDE,0,0,0,0,0,0,0,Nin
1335,AREQUIPA,8620,MEDIANA,0,0,0,0,0,0,0,Nin
1336,AREQUIPA,6499,PEQUEÑA,0,0,0,0,0,0,0,Nin
1337,AREQUIPA,9609,PEQUEÑA,0,1,0,0,0,0,0,int
1338,AREQUIPA,5813,MEDIANA,0,0,0,0,0,0,0,Nin
1339,AREQUIPA,4690,GRANDE,0,0,0,0,0,0,0,Nin
1340,AREQUIPA,5610,MEDIANA,0,0,0,0,0,0,0,Nin
1341,AREQUIPA,9312,GRANDE,0,0,0,0,0,0,0,Nin
1342,AREQUIPA,4663,MEDIANA,0,0,0,0,0,0,0,Nin
1343,AREQUIPA,4652,GRANDE,0,1,0,0,0,0,0,int
1344,AREQUIPA,8299,PEQUEÑA,0,1,0,0,0,0,0,int
1345,AREQUIPA,7310,PEQUEÑA,0,0,0,0,0,0,0,Nin
1346,AREQUIPA,4390,GRANDE,1,0,0,0,0,0,0,Rob
1347,AREQUIPA,8299,PEQUEÑA,0,0,0,0,0,0,0,Nin
1348,AREQUIPA,4100,PEQUEÑA,0,0,1,0,0,0,0,Ext
1349,AREQUIPA,4100,MEDIANA,1,1,0,0,0,1,0,Rob_Int_Ame
1350,AREQUIPA,899,PEQUEÑA,0,0,1,0,0,0,0,Ext
1351,AREQUIPA,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1352,AREQUIPA,4690,GRANDE,0,0,0,0,0,0,0,Nin
1353,AREQUIPA,2511,PEQUEÑA,0,0,0,0,0,0,0,Nin
1354,AREQUIPA,4620,PEQUEÑA,0,0,0,0,0,0,0,Nin
1355,AREQUIPA,4663,GRANDE,0,0,0,0,0,0,0,Nin
1356,AREQUIPA,2511,MEDIANA,0,0,0,0,0,0,0,Nin
1357,AREQUIPA,2100,GRANDE,0,0,0,0,0,0,0,Nin
1358,AREQUIPA,4690,GRANDE,1,1,0,0,0,0,0,Rob_Int
1359,AREQUIPA,1410,GRANDE,0,0,0,0,0,0,0,Nin
1360,AREQUIPA,4690,MICRO,1,0,0,0,0,1,0,Rob_Ame
1361,AREQUIPA,4100,PEQUEÑA,0,0,0,1,0,0,0,Est
1362,AREQUIPA,4663,MEDIANA,0,0,0,0,0,0,0,Nin
1363,AREQUIPA,4510,PEQUEÑA,0,0,0,0,0,0,0,Nin
1364,AREQUIPA,4663,MEDIANA,0,0,0,0,0,0,0,Nin
1365,AREQUIPA,4923,GRANDE,0,0,0,0,0,0,0,Nin
1366,AREQUIPA,4923,MICRO,0,0,0,0,0,0,0,Nin
1367,AREQUIPA,4663,MEDIANA,0,0,0,0,0,0,0,Nin
1368,AREQUIPA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
1369,AREQUIPA,4620,GRANDE,1,0,0,0,0,1,0,Rob_Ame
1370,AREQUIPA,6810,PEQUEÑA,0,0,1,0,0,0,0,Ext
1371,AREQUIPA,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1372,AREQUIPA,4630,MEDIANA,0,0,0,0,0,0,0,Nin
1373,AREQUIPA,5229,MEDIANA,0,0,0,0,0,0,0,Nin
1374,AREQUIPA,4661,GRANDE,0,0,0,0,0,0,0,Nin
1375,AYACUCHO,5610,MICRO,1,0,0,1,0,0,0,Rob_Est
1376,AYACUCHO,4100,MICRO,0,0,0,0,0,0,0,Nin
1377,AYACUCHO,4923,MICRO,1,0,0,0,0,0,0,Rob
1378,AYACUCHO,7730,PEQUEÑA,0,0,0,0,0,0,0,Nin
1379,AYACUCHO,4773,PEQUEÑA,0,0,0,0,0,0,0,Nin
1380,AYACUCHO,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1381,AYACUCHO,4620,MEDIANA,0,0,0,0,0,0,0,Nin
1382,AYACUCHO,4663,GRANDE,0,0,0,0,0,0,0,Nin
1383,AYACUCHO,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1384,AYACUCHO,4210,PEQUEÑA,0,0,0,0,0,0,0,Nin
1385,AYACUCHO,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1386,AYACUCHO,4663,PEQUEÑA,0,0,0,1,0,0,0,Est
1387,AYACUCHO,8521,PEQUEÑA,0,0,0,0,0,0,0,Nin
1388,AYACUCHO,6190,PEQUEÑA,0,0,0,0,0,1,0,Ame
1389,AYACUCHO,4663,PEQUEÑA,1,0,0,0,0,0,0,Rob
1390,AYACUCHO,9499,PEQUEÑA,0,0,0,0,0,0,0,Nin
1391,AYACUCHO,7110,MEDIANA,0,0,0,0,0,0,0,Nin
1392,AYACUCHO,8010,GRANDE,0,0,0,0,0,0,0,Nin
1393,AYACUCHO,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
1394,AYACUCHO,4730,PEQUEÑA,1,0,0,0,0,0,0,Rob
1395,AYACUCHO,4100,PEQUEÑA,1,0,0,0,0,0,0,Rob
1396,AYACUCHO,2599,MICRO,0,0,0,0,0,0,0,Nin
1397,AYACUCHO,1610,PEQUEÑA,1,0,0,0,0,0,0,Rob
1398,AYACUCHO,1812,MICRO,0,0,0,0,0,0,0,Nin
1399,CAJAMARCA,8610,GRANDE,0,0,0,0,0,0,0,Nin
1400,CAJAMARCA,4312,PEQUEÑA,1,0,0,0,0,0,0,Rob
1401,CAJAMARCA,8521,PEQUEÑA,0,0,0,1,0,0,0,Est
1402,CAJAMARCA,4923,MICRO,0,0,0,0,0,0,0,Nin
1403,CAJAMARCA,4923,PEQUEÑA,0,0,0,1,0,0,0,Est
1404,CAJAMARCA,4730,GRANDE,1,0,0,0,0,1,0,Rob_Ame
1405,CAJAMARCA,9609,PEQUEÑA,0,0,0,0,0,0,0,Nin
1406,CAJAMARCA,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1407,CAJAMARCA,4100,GRANDE,0,0,0,0,0,0,0,Nin
1408,CAJAMARCA,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
1409,CAJAMARCA,9200,PEQUEÑA,0,0,0,0,0,0,0,Nin
1410,CAJAMARCA,4290,PEQUEÑA,0,0,0,0,0,0,0,Nin
1411,CAJAMARCA,4100,PEQUEÑA,0,0,1,0,0,1,0,Ext_Ame
1412,CAJAMARCA,7710,PEQUEÑA,0,0,0,1,0,0,0,Est
1413,CAJAMARCA,2824,PEQUEÑA,0,0,0,0,0,0,0,Nin
1414,CAJAMARCA,4669,PEQUEÑA,0,0,0,0,1,0,0,Dan
1415,CAJAMARCA,5610,PEQUEÑA,0,0,0,1,0,0,0,Est
1416,CAJAMARCA,4630,MEDIANA,0,0,0,0,0,0,0,Nin
1417,CAJAMARCA,5610,PEQUEÑA,0,0,0,1,0,0,0,Est
1418,CAJAMARCA,4663,PEQUEÑA,0,0,0,1,0,0,0,Est
1419,CAJAMARCA,7710,PEQUEÑA,0,0,0,0,0,0,0,Nin
1420,CAJAMARCA,7730,GRANDE,0,0,0,0,0,0,0,Nin
1421,CAJAMARCA,4510,PEQUEÑA,1,0,0,0,0,0,0,Rob
1422,CAJAMARCA,9609,MICRO,0,0,0,0,0,0,0,Nin
1423,CAJAMARCA,4771,MICRO,0,0,0,0,0,0,0,Nin
1424,CAJAMARCA,4530,MEDIANA,0,0,0,0,0,0,0,Nin
1425,CAJAMARCA,4661,PEQUEÑA,0,0,0,0,0,0,0,Nin
1426,CAJAMARCA,6820,PEQUEÑA,0,0,0,0,0,0,0,Nin
1427,CAJAMARCA,4661,MICRO,0,0,0,1,0,0,0,Est
1428,CAJAMARCA,4759,GRANDE,0,0,0,0,0,0,0,Nin
1429,CAJAMARCA,4620,GRANDE,0,0,0,0,0,0,0,Nin
1430,CAJAMARCA,4630,GRANDE,0,0,0,0,0,0,0,Nin
1431,CALLAO,4659,GRANDE,1,0,0,0,0,0,0,Rob
1432,CALLAO,7110,MEDIANA,0,0,0,0,0,0,0,Nin
1433,CALLAO,4661,MEDIANA,0,1,1,0,0,0,0,Int_Ext
1434,CALLAO,4690,PEQUEÑA,0,1,0,0,0,0,0,int
1435,CALLAO,4663,PEQUEÑA,0,0,0,0,1,0,0,Dan
1436,CALLAO,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
1437,CALLAO,311,PEQUEÑA,0,0,0,0,1,0,0,Dan
1438,CALLAO,5221,GRANDE,0,0,0,0,0,0,0,Nin
1439,CALLAO,4663,GRANDE,1,0,0,0,0,0,0,Rob
1440,CALLAO,2030,GRANDE,0,0,0,0,0,0,0,Nin
1441,CALLAO,7730,MEDIANA,0,0,0,0,0,0,0,Nin
1442,CALLAO,8010,GRANDE,0,0,0,0,0,0,0,Nin
1443,CALLAO,4100,MEDIANA,1,0,0,0,1,0,0,Rob_Dan
1444,CALLAO,4662,GRANDE,0,0,0,0,0,0,0,Nin
1445,CALLAO,2512,GRANDE,0,0,0,0,0,0,0,Nin
1446,CALLAO,5610,PEQUEÑA,0,1,0,0,0,0,0,int
1447,CALLAO,4630,GRANDE,0,0,0,0,0,0,0,Nin
1448,CALLAO,5222,GRANDE,0,0,0,0,0,0,0,Nin
1449,CALLAO,2511,MEDIANA,0,0,1,0,0,0,0,Ext
1450,CALLAO,7490,GRANDE,1,0,0,0,0,0,0,Rob
1451,CALLAO,5229,GRANDE,0,0,0,0,0,0,0,Nin
1452,CALLAO,4923,GRANDE,0,0,0,0,0,0,0,Nin
1453,CALLAO,4661,GRANDE,0,0,0,0,0,0,0,Nin
1454,CALLAO,2819,PEQUEÑA,0,0,0,0,0,0,0,Nin
1455,CALLAO,4690,PEQUEÑA,0,0,0,0,0,0,0,Nin
1456,CALLAO,2021,GRANDE,0,0,0,0,0,0,0,Nin
1457,CALLAO,6190,PEQUEÑA,1,0,1,0,0,1,0,Rob_Ext_Ame
1458,CALLAO,9609,PEQUEÑA,0,0,0,0,0,0,0,Nin
1459,CALLAO,4630,GRANDE,0,0,0,0,0,0,0,Nin
1460,CALLAO,4923,MEDIANA,1,0,0,1,0,0,0,Rob_Est
1461,CALLAO,4630,MEDIANA,0,0,0,0,1,0,0,Dan
1462,CALLAO,2511,MEDIANA,0,0,0,0,0,0,0,Nin
1463,CALLAO,5012,MICRO,1,0,0,0,0,0,0,Rob
1464,CALLAO,4330,PEQUEÑA,0,0,0,0,0,0,0,Nin
1465,CALLAO,5210,MEDIANA,1,0,0,0,0,0,0,Rob
1466,CALLAO,4923,PEQUEÑA,1,1,0,1,0,0,0,Rob_Int_Est
1467,CALLAO,4663,GRANDE,1,1,0,0,0,0,0,Rob_Int
1468,CALLAO,4923,GRANDE,0,1,0,0,1,0,0,Int_Dan
1469,CALLAO,4659,MEDIANA,0,0,0,0,0,0,0,Nin
1470,CALLAO,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1471,CALLAO,3830,PEQUEÑA,0,0,0,0,0,0,0,Nin
1472,CALLAO,2011,GRANDE,0,0,0,0,0,0,0,Nin
1473,CALLAO,2011,GRANDE,0,0,0,0,0,0,0,Nin
1474,CALLAO,5310,GRANDE,0,0,0,0,0,0,0,Nin
1475,CALLAO,5229,GRANDE,0,0,0,0,0,0,0,Nin
1476,CALLAO,3510,GRANDE,0,0,0,0,0,0,0,Nin
1477,CALLAO,4923,GRANDE,0,0,0,0,0,0,0,Nin
1478,CALLAO,2511,GRANDE,0,0,0,0,0,0,0,Nin
1479,CALLAO,1040,GRANDE,0,0,0,0,0,0,0,Nin
1480,CALLAO,9609,PEQUEÑA,0,0,0,0,0,0,0,Nin
1481,CALLAO,4661,PEQUEÑA,0,0,0,0,0,0,0,Nin
1482,CALLAO,4100,PEQUEÑA,0,0,1,0,0,0,0,Ext
1483,CALLAO,9329,PEQUEÑA,0,0,0,0,0,0,0,Nin
1484,CALLAO,4663,MEDIANA,0,0,0,0,0,0,0,Nin
1485,CALLAO,4520,PEQUEÑA,0,1,0,0,0,0,0,int
1486,CALLAO,4752,MICRO,0,1,1,1,0,1,0,Int_Ext_Est_Ame
1487,CALLAO,4921,MEDIANA,0,0,0,0,0,0,0,Nin
1488,CALLAO,4663,MEDIANA,0,0,0,0,0,0,0,Nin
1489,CALLAO,4100,MICRO,1,1,1,1,0,0,0,Rob_Int_Ext_Est
1490,CALLAO,4510,PEQUEÑA,0,0,0,0,0,0,0,Nin
1491,CALLAO,4510,MICRO,0,0,0,0,0,0,0,Nin
1492,CALLAO,3320,PEQUEÑA,1,1,1,0,0,1,0,Rob_Int_Ext_Ame
1493,CUSCO,4752,PEQUEÑA,0,0,0,0,0,0,0,Nin
1494,CUSCO,5510,PEQUEÑA,1,0,0,0,0,0,0,Rob
1495,CUSCO,7912,GRANDE,0,0,0,0,0,0,0,Nin
1496,CUSCO,9329,PEQUEÑA,0,0,0,0,0,0,0,Nin
1497,CUSCO,7911,PEQUEÑA,0,1,0,0,1,0,0,Int_Dan
1498,CUSCO,5510,PEQUEÑA,0,1,0,0,0,0,0,int
1499,CUSCO,6190,MEDIANA,0,0,0,0,0,0,0,Nin
1500,CUSCO,4921,PEQUEÑA,1,0,0,0,0,0,0,Rob
1501,CUSCO,6209,PEQUEÑA,0,0,0,0,0,0,0,Nin
1502,CUSCO,1811,PEQUEÑA,0,0,0,0,0,0,0,Nin
1503,CUSCO,5610,PEQUEÑA,1,0,1,1,0,0,0,Rob_Ext_Est
1504,CUSCO,4789,PEQUEÑA,0,0,0,0,0,0,0,Nin
1505,CUSCO,5590,GRANDE,0,0,0,0,0,0,0,Nin
1506,CUSCO,4652,GRANDE,1,1,0,0,0,1,0,Rob_Int_Ame
1507,CUSCO,5229,MICRO,1,0,0,0,0,0,0,Rob
1508,CUSCO,6810,PEQUEÑA,0,0,0,0,0,0,0,Nin
1509,CUSCO,4100,MEDIANA,0,0,0,0,0,0,0,Nin
1510,CUSCO,4730,GRANDE,0,0,0,0,0,0,0,Nin
1511,CUSCO,4922,PEQUEÑA,1,0,0,0,0,0,0,Rob
1512,CUSCO,3520,MICRO,0,0,0,0,0,0,0,Nin
1513,CUSCO,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1514,CUSCO,4630,MEDIANA,0,0,0,0,0,0,0,Nin
1515,CUSCO,6910,PEQUEÑA,0,0,0,0,0,0,0,Nin
1516,CUSCO,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1517,CUSCO,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1518,CUSCO,4630,GRANDE,0,0,0,0,0,0,0,Nin
1519,CUSCO,4649,PEQUEÑA,0,0,0,0,0,0,0,Nin
1520,CUSCO,4620,PEQUEÑA,0,0,0,0,0,0,0,Nin
1521,CUSCO,4630,MEDIANA,1,1,0,1,0,0,0,Rob_Int_Est
1522,CUSCO,7730,PEQUEÑA,0,0,0,0,0,0,0,Nin
1523,CUSCO,9499,PEQUEÑA,0,0,0,0,0,0,0,Nin
1524,CUSCO,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
1525,CUSCO,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
1526,CUSCO,8530,PEQUEÑA,0,0,0,0,0,0,0,Nin
1527,CUSCO,4663,GRANDE,0,0,0,0,0,0,0,Nin
1528,CUSCO,8620,GRANDE,0,0,0,0,0,0,0,Nin
1529,HUANCAVELICA,4630,GRANDE,0,0,0,0,0,0,0,Nin
1530,HUANCAVELICA,4663,PEQUEÑA,1,0,0,1,0,0,0,Rob_Est
1531,HUANCAVELICA,8219,MICRO,0,0,0,0,0,0,0,Nin
1532,HUANCAVELICA,4663,MICRO,0,0,0,0,0,0,0,Nin
1533,HUANCAVELICA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
1534,HUANCAVELICA,4663,PEQUEÑA,0,0,0,0,0,0,0,Nin
1535,HUANCAVELICA,6419,MICRO,0,0,0,1,0,0,0,Est
1536,HUANCAVELICA,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1537,HUANCAVELICA,4923,MICRO,1,0,1,1,0,0,0,Rob_Ext_Est
1538,HUANCAVELICA,7110,PEQUEÑA,0,0,0,0,0,0,0,Nin
1539,HUANCAVELICA,6190,PEQUEÑA,0,0,0,1,0,0,0,Est
1540,HUANCAVELICA,3600,PEQUEÑA,0,0,0,0,0,0,0,Nin
1541,HUÁNUCO,4100,MEDIANA,0,0,0,0,0,0,0,Nin
1542,HUÁNUCO,4290,PEQUEÑA,1,0,1,1,0,0,0,Rob_Ext_Est
1543,HUÁNUCO,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1544,HUÁNUCO,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
1545,HUÁNUCO,4510,GRANDE,0,0,0,0,0,0,0,Nin
1546,HUÁNUCO,4661,GRANDE,0,0,0,0,0,0,0,Nin
1547,HUÁNUCO,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1548,HUÁNUCO,5510,MICRO,0,0,0,0,0,0,0,Nin
1549,HUÁNUCO,4730,PEQUEÑA,0,0,0,0,0,0,0,Nin
1550,HUÁNUCO,4921,PEQUEÑA,1,0,0,1,0,0,0,Rob_Est
1551,HUÁNUCO,8530,PEQUEÑA,0,0,0,0,0,0,0,Nin
1552,HUÁNUCO,4630,PEQUEÑA,0,0,0,0,0,0,0,Nin
1553,HUÁNUCO,9312,PEQUEÑA,0,0,0,0,0,0,0,Nin
1554,HUÁNUCO,4773,MEDIANA,1,1,0,0,0,0,0,Rob_Int
1555,HUÁNUCO,1811,MICRO,0,0,0,0,0,0,0,Nin
1556,HUÁNUCO,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1557,HUÁNUCO,6202,MICRO,0,0,0,0,0,0,0,Nin
1558,HUÁNUCO,1079,PEQUEÑA,0,0,0,0,0,0,0,Nin
1559,HUÁNUCO,4530,PEQUEÑA,0,0,0,0,0,0,0,Nin
1560,HUÁNUCO,4752,PEQUEÑA,0,0,0,0,0,0,0,Nin
1561,HUÁNUCO,4789,MICRO,0,0,0,0,0,0,0,Nin
1562,HUÁNUCO,6920,PEQUEÑA,0,0,0,0,0,0,0,Nin
1563,HUÁNUCO,4921,PEQUEÑA,1,1,0,0,0,0,0,Rob_Int
1564,HUÁNUCO,4663,GRANDE,0,0,0,0,0,0,0,Nin
1565,HUÁNUCO,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
1566,HUÁNUCO,4730,PEQUEÑA,0,0,0,0,0,0,0,Nin
1567,HUÁNUCO,4210,PEQUEÑA,0,0,0,0,0,0,0,Nin
1568,ICA,4773,PEQUEÑA,0,0,0,0,0,0,0,Nin
1569,ICA,4923,PEQUEÑA,0,1,0,0,0,0,0,int
1570,ICA,1030,GRANDE,0,0,0,0,0,0,0,Nin
1571,ICA,5610,PEQUEÑA,0,0,0,0,0,0,0,Nin
1572,ICA,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1573,ICA,4663,PEQUEÑA,0,0,0,0,0,0,0,Nin
1574,ICA,4663,PEQUEÑA,0,0,0,0,0,0,0,Nin
1575,ICA,9609,PEQUEÑA,0,0,0,0,0,0,0,Nin
1576,ICA,1410,GRANDE,0,0,0,0,0,0,0,Nin
1577,ICA,3510,GRANDE,0,0,0,0,1,0,0,Dan
1578,ICA,3600,PEQUEÑA,0,0,0,0,0,0,0,Nin
1579,ICA,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1580,ICA,4661,PEQUEÑA,0,0,0,0,0,0,0,Nin
1581,ICA,4921,MICRO,0,0,0,0,0,0,0,Nin
1582,ICA,6512,PEQUEÑA,0,0,0,0,0,0,0,Nin
1583,ICA,8610,PEQUEÑA,0,0,0,0,0,0,0,Nin
1584,ICA,6810,MICRO,0,0,0,0,0,0,0,Nin
1585,ICA,7730,PEQUEÑA,1,0,0,0,0,0,0,Rob
1586,ICA,4630,GRANDE,0,0,0,0,0,0,0,Nin
1587,ICA,4661,GRANDE,0,1,0,0,0,0,0,int
1588,ICA,5510,PEQUEÑA,1,0,0,0,0,0,0,Rob
1589,ICA,4321,MICRO,0,0,0,0,0,0,0,Nin
1590,ICA,4100,MEDIANA,0,0,0,0,0,0,0,Nin
1591,ICA,1811,PEQUEÑA,0,0,0,0,0,0,0,Nin
1592,ICA,4630,GRANDE,0,0,0,0,0,0,0,Nin
1593,ICA,1079,PEQUEÑA,0,0,0,0,0,0,0,Nin
1594,ICA,4510,PEQUEÑA,0,0,0,0,0,0,0,Nin
1595,ICA,4630,MEDIANA,0,0,0,0,0,0,0,Nin
1596,ICA,4662,MEDIANA,1,0,0,0,0,0,0,Rob
1597,ICA,899,PEQUEÑA,0,0,0,0,0,0,0,Nin
1598,ICA,6910,PEQUEÑA,0,0,0,0,0,0,0,Nin
1599,ICA,9200,PEQUEÑA,0,0,0,0,0,0,0,Nin
1600,ICA,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
1601,ICA,4663,PEQUEÑA,1,0,0,0,0,0,0,Rob
1602,JUNÍN,8121,PEQUEÑA,0,0,0,0,0,0,0,Nin
1603,JUNÍN,9329,PEQUEÑA,1,0,0,0,0,0,0,Rob
1604,JUNÍN,4100,GRANDE,1,0,0,0,0,0,0,Rob
1605,JUNÍN,1610,PEQUEÑA,0,0,0,1,0,0,0,Est
1606,JUNÍN,4100,GRANDE,0,0,0,0,0,0,0,Nin
1607,JUNÍN,4690,GRANDE,0,0,0,0,0,0,0,Nin
1608,JUNÍN,7110,PEQUEÑA,0,0,0,0,0,0,0,Nin
1609,JUNÍN,4661,GRANDE,1,0,0,0,0,0,0,Rob
1610,JUNÍN,4923,PEQUEÑA,0,0,0,0,0,0,0,Nin
1611,JUNÍN,4100,PEQUEÑA,0,0,0,0,0,0,0,Nin
1612,JUNÍN,899,PEQUEÑA,0,0,0,0,0,0,0,Nin
1613,JUNÍN,4510,MEDIANA,1,0,0,0,0,0,0,Rob
1614,JUNÍN,4923,PEQUEÑA,1,0,0,0,0,0,0,Rob
1615,JUNÍN,4661,PEQUEÑA,0,0,0,0,0,0,0,Nin
1616,JUNÍN,5610,PEQUEÑA,1,0,1,0,0,0,0,Rob_Ext
